Year,Rd,Pk,Tm,Player,Age,Pos,Born,College,G/NBA,MP/NBA,PPG/NBA,RPG/NBA,APG/NBA,SPG/NBA,BPG/NBA,FG%/NBA,2P%/NBA,3P%/NBA,FT%/NBA,NBA WS,NBA WS/48,NBA PER,G/C,GS/C,MPG/C,FGM/C,FGA/C,FG%/C,2PM/C,2PA/C,2P%/C,3PM/C,3PA/C,3P%/C,FTM/C,FTA/C,FT%/C,ORPG/C,DRPG/C,RPG/C,APG/C,SPG/C,BPG/C,TOPG/C,FPG/C,PPG/C,EFG%/C,YRS/C,WS/C,WSPY/C,PER/C,SOS,BF%,Hand Length (Inches),Hand Width (Inches),Height (No Shoes),Height (Shoes),Standing Reach,Weight (lbs),Wingspan
2010,2,32,MIA,Dexter Pittman,22.119,C,us,University of Texas at Austin,50,6.9,2.3,1.8,0.2,0.2,0.2,0.45,0.45,,0.545,0.5,0.068,9.1,134,59,12.2,2.5,4,0.623,2.5,4,0.623,0,0,,1.6,2.6,0.601,2,1.9,3.9,0.3,0.2,0.9,1.1,2,6.6,62.3,4,10.8,2.70,,7.54,0.21,10.25,10.5,6.95,6.115,9.3,302.6,7.6
2016,1,12,UTA,Taurean Prince,22.099,F,us,Baylor University,101,22.6,8.6,3.9,1.6,0.8,0.5,0.421,0.448,0.379,0.786,2.1,0.043,11,129,42,20.2,3.6,7.9,0.46,2.6,5.2,0.504,1,2.7,0.376,2,2.8,0.718,1.6,2.7,4.2,1.1,0.9,0.5,1.7,2.1,10.2,52.4,4,10.7,2.68,21.8,9.08,0.06,9,8.5,6.65,6.775,8.6,220.2,6.1
2009,2,48,PHO,Taylor Griffin,23.074,F,us,University of Oklahoma,8,4,1.3,0.3,0.1,0,0.3,0.4,0.5,0,0.5,0,-0.039,5.2,129,78,22.3,2.3,4.9,0.468,2.2,4.5,0.493,0.1,0.5,0.22,1.9,2.6,0.721,1.7,3,4.8,1,0.9,0.8,1.4,2.5,6.6,47.8,4,10.7,2.68,,7.19,,,,,,,,
2013,2,53,IND,Colton Iverson,24.004,C,us,Colorado State University,,,,,,,,,,,,,,0,133,77,20.8,2.8,5.2,0.546,2.8,5.2,0.546,0,0,,1.9,3.4,0.564,2.1,3.7,5.7,0.9,0.4,0.9,1.6,2.2,7.6,54.6,4,10.7,2.68,16.2,7.55,0.1,9.25,9.5,6.11,7,9.2,262.8,7.2
2016,2,60,UTA,Tyrone Wallace,22.019,G,us,University of California,5,30.8,13.2,3.4,2,1.4,0.8,0.489,0.5,0.429,0.792,0.4,0.132,15.6,129,114,31.6,4.6,11,0.415,3.6,7.9,0.464,0.9,3.1,0.292,2.6,4.2,0.613,1,4.2,5.2,3.4,1.1,0.4,2.2,2.5,12.6,45.7,4,10.6,2.65,16.5,7.3,,,,,,,,
2017,2,33,ORL,Wesley Iwundu,22.19,F,us,Kansas State University,25,14,3.7,2.1,1.1,0.4,0.1,0.453,0.507,0.235,0.647,0.4,0.048,9.9,132,123,28.2,3.2,6.9,0.463,2.8,5.8,0.488,0.4,1.1,0.338,2.6,3.8,0.688,1.2,3.5,4.7,2.8,0.9,0.4,2.1,2.1,9.5,49.1,4,10.6,2.65,15.5,9.51,0.04,8.75,9.5,6.55,6.675,8.95,193.4,7.1
2016,2,42,UTA,Isaiah Whitehead,21.113,G,us,Seton Hall University,83,21.5,7.5,2.5,2.5,0.6,0.5,0.41,0.451,0.304,0.785,-0.9,-0.024,7.9,56,52,30.5,5.1,13.6,0.375,3,7.8,0.387,2.1,5.8,0.359,3.5,4.6,0.757,0.7,3,3.7,4.5,1.3,1.1,3.4,2.3,15.8,45.2,2,5.3,2.65,18.8,7.92,0.09,8.5,8.75,6.33,6.45,8.4,210,6.8
2012,2,60,LAL,Robert Sacre,23.028,C,us,Gonzaga University,189,14.5,4.2,3.1,0.7,0.3,0.6,0.436,0.437,0,0.671,2.4,0.042,10.8,136,111,21.7,3,6,0.504,3,5.9,0.505,0,0,0.25,3.3,4.5,0.735,1.8,3.2,5,0.7,0.5,1.4,1.6,2.3,9.3,50.4,5,13,2.60,19.6,3.36,,,,,,,,
2011,2,35,SAC,Tyler Honeycutt,20.348,F,us,"University of California, Los Angeles",24,5,1.2,1,0.4,0.2,0.2,0.314,0.333,0.2,0.714,-0.1,-0.049,8.1,59,51,31.7,3.6,8.4,0.431,2.5,5.3,0.473,1.1,3.1,0.359,2,2.9,0.684,1.7,5.2,6.9,2.8,1.2,1.7,2.8,1.9,10.3,49.7,2,5.2,2.60,17.5,7.9,0.05,8.5,9.5,6.68,6.825,8.9,186.8,6.9
2016,2,59,SAC,Isaiah Cousins,22.108,G,us,University of Oklahoma,,,,,,,,,,,,,,0,137,119,27.7,3.5,8.5,0.408,2.2,5.3,0.408,1.3,3.2,0.407,1.5,2.1,0.711,0.8,3,3.9,2.7,1.1,0.3,1.9,2,9.7,48.4,4,10.4,2.60,14.5,9.28,0.05,8.25,8.75,6.33,6.45,8.25,194,6.6
2012,2,47,UTA,Kevin Murphy,22.12,G,us,Tennessee Technological University,17,3.1,0.9,0.2,0.1,0.1,0,0.25,0.261,0.2,,-0.3,-0.272,-4.5,128,109,29,5.5,12.5,0.443,4,8.4,0.476,1.5,4,0.372,3.3,4.4,0.734,0.8,3.3,4.2,1.9,0.8,0.2,3,2.1,15.8,50.3,4,10.3,2.58,16,-4.01,0.06,8.5,8.5,6.5,6.625,8.3,194,6.6
2014,2,37,TOR,DeAndre Daniels,22.077,F,us,University of Connecticut,,,,,,,,,,,,,,0,99,80,23.8,3.6,8,0.454,2.8,5.6,0.499,0.8,2.4,0.349,1.5,2,0.752,1.2,3.5,4.6,0.5,0.6,1.2,1.3,2,9.6,50.6,3,7.7,2.57,18.2,8.04,0.04,9.25,10.5,6.73,6.85,8.105,196,7.2
2010,2,38,NYK,Andy Rautins,23.24,G,us,Syracuse University,5,4.8,1.6,0.2,0.6,0.2,0,0.429,0.667,0.25,0.5,-0.2,-0.314,-1.2,127,65,24.4,2.8,7.1,0.396,0.6,1.2,0.506,2.2,5.9,0.374,0.9,1.2,0.763,0.4,2.2,2.6,2.7,1.4,0.2,1.7,1.9,8.8,55.2,4,10.2,2.55,,7.83,0.06,8,9.75,6.43,6.5,8.4,191.6,6.7
2013,2,35,PHI,Glen Rice,22.183,G,us,Georgia Institute of Technology,16,9.5,2.7,1.5,0.6,0.4,0.1,0.269,0.286,0.25,0.692,-0.2,-0.065,3.8,87,44,24.8,3.6,8.4,0.435,2.5,5,0.493,1.1,3.3,0.346,1.5,2.4,0.611,1.6,3.2,4.8,2.1,1.3,0.5,1.9,2.2,9.9,50.3,3,7.6,2.53,19.3,6.27,0.08,8.5,9,6.45,6.575,8.55,210.8,6.9
2011,2,52,DET,Vernon Macklin,24.282,F,us,University of Florida,23,5.9,2,1.5,0.2,0.2,0.2,0.543,0.543,,0.571,0.5,0.161,18.2,136,69,18.4,3.2,5.3,0.61,3.2,5.3,0.611,0,0,0,0.8,1.9,0.455,1.6,2.1,3.7,0.7,0.3,0.6,1.1,1.9,7.3,61,4,10,2.50,15.6,7.86,,,,,,,,
2014,1,13,MIN,Zach LaVine,19.113,G,us,"University of California, Los Angeles",207,28.8,13.7,2.9,3.2,0.8,0.2,0.446,0.479,0.38,0.82,4.9,0.04,13.5,37,1,24.4,3.4,7.8,0.441,2.1,4.3,0.494,1.3,3.5,0.375,1.3,1.8,0.691,0.5,2.1,2.5,1.8,0.9,0.2,1.1,2,9.4,52.4,1,2.5,2.50,14.6,7.62,0.05,8.25,8.75,6.45,6.575,8.4,180.9,6.8
2016,1,20,IND,Caris LeVert,21.308,G-F,us,University of Michigan,98,23.9,9.7,3.5,2.9,1,0.2,0.44,0.515,0.331,0.708,3,0.062,12.9,103,70,26.4,3.6,8.2,0.434,2.3,4.9,0.456,1.3,3.2,0.401,2,2.6,0.77,0.4,3.2,3.5,2.7,0.9,0.2,1.3,1.5,10.4,51.4,4,10,2.50,19.3,9.3,0.08,8.5,9.25,6.58,6.7,8.5,191,6.1
2008,2,55,POR,Mike Taylor,22.162,G,us,Iowa State University,51,15.1,5.7,1.7,2.1,0.7,0,0.412,0.427,0.325,0.691,-0.4,-0.028,10.1,31,30,35,5.3,14.2,0.376,2.8,7.3,0.391,2.5,6.9,0.36,2.8,4.2,0.682,0.7,3.4,4.1,4.5,1.1,0.1,5.4,2.9,16,46.4,1,2.5,2.50,,5.19,0.04,,,6.08,6.2,8.2,166.2,6.7
2015,1,17,MIL,Rashad Vaughn,18.317,G,us,"University of Nevada, Las Vegas",127,12.8,3.3,1.2,0.6,0.4,0.2,0.336,0.368,0.31,0.692,-0.5,-0.015,6,23,23,32.3,6.3,14.3,0.439,3.9,8.1,0.481,2.3,6.1,0.383,3,4.3,0.694,0.6,4.2,4.8,1.6,0.8,0.3,2.2,2.3,17.8,52.1,1,2.5,2.50,20.2,3.38,0.06,8,8.5,6.38,6.5,8.5,198.6,6.7
2009,2,59,LAL,Chinemelu Elonu,22.112,C-F,ng,Texas A&M University,,,,,,,,,,,,,,0,90,30,13.8,2,3.1,0.633,2,3.1,0.633,0,0,,1.2,2,0.578,1.6,2.7,4.4,0.2,0.2,0.9,1.1,1.7,5.1,63.3,3,7.5,2.50,,6.24,,,,,,,,
2014,1,21,OKC,Mitch McGary,22.025,F-C,us,University of Michigan,52,10.7,4.4,3.5,0.3,0.3,0.3,0.527,0.544,0,0.58,1.3,0.108,15.4,47,12,20.6,3.5,5.9,0.588,3.5,5.9,0.592,0,0,0,0.8,1.6,0.513,2.6,4,6.6,0.8,1.2,0.7,1.3,2.5,7.8,58.8,2,4.9,2.45,25.2,9.85,,,,,,,,
2013,2,33,CLE,Carrick Felix,22.32,G,us,Arizona State University,7,5.4,2.7,0.9,0.6,0,0,0.5,0.556,0.4,0.75,0,0.057,13.3,94,69,27.9,3.6,8,0.456,2.6,4.7,0.545,1.1,3.2,0.326,1.9,2.6,0.704,1.3,3.5,4.8,1.3,1,0.8,1.7,2.4,10.2,52.2,3,7.3,2.43,17.2,5.37,0.03,8.5,9.5,6.48,6.625,8.75,202.6,6.9
2015,2,55,SAS,Cady Lalanne,23.069,C,ht,University of Massachusetts Amherst,,,,,,,,,,,,,,0,111,80,25.2,3.8,6.9,0.553,3.7,6.5,0.575,0.1,0.4,0.213,2.2,3.4,0.666,3.1,4.9,7.9,0.2,0.4,1.8,1.9,2.5,10,55.9,4,9.7,2.43,20.5,4.55,,,,,,,,
2011,1,1,CLE,Kyrie Irving,19.096,G,au,Duke University,423,34,21.8,3.4,5.5,1.3,0.3,0.459,0.49,0.384,0.874,46.4,0.155,21.5,11,8,27.5,5,9.5,0.529,3.4,5.9,0.569,1.6,3.5,0.462,5.8,6.5,0.901,0.5,2.8,3.4,4.3,1.5,0.5,2.5,2.1,17.5,61.5,1,2.4,2.40,32.5,8.31,0.1,8.25,9.25,6.18,6.35,8.3,191,6.4
2012,1,11,POR,Meyers Leonard,20.127,C-F,us,University of Illinois at Urbana-Champaign,313,16.3,5.7,3.8,0.8,0.2,0.3,0.467,0.527,0.375,0.822,10.1,0.095,11.6,65,30,19.8,3,5.4,0.567,3,5.2,0.585,0,0.2,0.083,1.6,2.2,0.729,1.3,3.4,4.7,0.7,0.3,1.1,1.4,2.2,7.7,56.9,2,4.8,2.40,20.3,9.55,0.06,9.25,11,6.12,7.125,9,249.8,7.3
2010,2,56,MIN,Hamady NDiaye,23.169,C,sn,Rutgers University,33,4.8,0.6,0.8,0.1,0.1,0.3,0.467,0.467,,0.462,0,0.013,3.9,124,85,22.1,2.2,4,0.539,2.2,4,0.542,0,0,0,1.5,2.5,0.592,1.8,3.7,5.5,0.4,0.4,2.9,1.4,2.7,5.8,53.9,4,9.5,2.38,,6.36,,,,,,,,
2017,2,56,BOS,Jabari Bird,22.36,G,us,University of California,4,5.5,1.3,0.5,0.3,0.3,0,0.25,0.5,0,0.6,0,0.064,6.1,114,80,26.4,3.9,8.9,0.442,2.3,4.5,0.512,1.6,4.4,0.371,1.2,1.6,0.753,0.8,2.5,3.3,1.2,0.5,0.3,1.2,1.7,10.8,53.4,4,9.4,2.35,15.7,6.95,,,,,,,,
2015,2,58,PHI,J.P. Tokoto,21.288,G-F,us,University of North Carolina,,,,,,,,,,,,,,0,107,67,22.3,2.7,5.8,0.462,2.5,5,0.491,0.2,0.7,0.266,1.2,2.3,0.544,1.4,3,4.4,2.7,1.2,0.3,1.7,2,6.7,47.9,3,6.9,2.30,15.9,9.4,0.04,8,8.75,6.53,6.625,8.45,195.8,6.1
2013,2,40,POR,Grant Jerrett,19.359,F,us,University of Arizona,8,6.4,2,1.1,0.4,0.3,0.3,0.269,0.545,0.067,1,-0.1,-0.128,1.5,34,2,17.8,1.9,4.5,0.409,0.9,2.2,0.413,0.9,2.3,0.405,0.5,0.6,0.818,1.1,2.5,3.6,0.5,0.5,1,0.6,1.3,5.2,51.3,1,2.3,2.30,16.6,7.47,0.1,8.5,9.25,6.88,6.1025,9.1,232,7.2
2012,1,26,IND,Miles Plumlee,23.306,C-F,us,Duke University,296,16.9,5.1,4.7,0.5,0.5,0.8,0.536,0.536,,0.553,9.7,0.093,13.8,135,58,15.8,1.9,3.5,0.557,1.9,3.5,0.557,0,0,1,0.9,1.5,0.625,1.8,3,4.8,0.3,0.5,0.6,1,2.3,4.8,55.9,4,9.1,2.28,17.1,8.75,0.11,9.25,9,6.11,6.1175,8.95,252.4,7
2008,2,58,LAL,Joe Crawford,22.015,F,us,University of Kentucky,2,11.5,4.5,2,0.5,0.5,0,0.3,0.333,0.25,1,0,0.037,10.8,127,76,25.3,4,9.2,0.438,2.6,5,0.512,1.5,4.2,0.35,1.8,2.6,0.702,1.2,2.2,3.4,1.5,0.5,0.2,1.6,1.9,11.3,51.8,4,9.1,2.28,,8.87,0.08,,,6.3,6.4,8.35,213,6.5
2017,1,15,POR,Justin Jackson,22.092,G-F,us,University of North Carolina,28,16.9,5.3,1.8,0.6,0.3,0.2,0.395,0.456,0.324,0.692,-0.2,-0.02,7.3,118,114,29.1,5.3,11.5,0.46,3.8,7.2,0.531,1.4,4.2,0.34,2,2.8,0.712,1.5,2.5,4.1,2.6,0.6,0.4,1.4,1.5,14,51,4,9.1,2.28,18.2,11.4,0.07,9,9.5,6.58,6.7,8.11,219.4,7.3
2011,2,45,NOH,Josh Harrellson,22.136,C,us,University of Kentucky,75,11.8,3.5,3,0.3,0.4,0.5,0.438,0.497,0.347,0.629,2.1,0.116,13.4,94,40,15.8,2,3.6,0.549,1.9,3.3,0.571,0.1,0.3,0.31,0.6,1,0.649,1.9,2.8,4.7,0.4,0.5,0.9,0.6,1.4,4.7,56.2,3,6.8,2.27,17.2,6.85,,,,,,,,
2011,2,43,CHI,Malcolm Lee,21.037,G,us,"University of California, Los Angeles",36,14.8,3.9,1.8,1.4,0.6,0.3,0.382,0.412,0.294,0.703,0.4,0.04,9.5,94,65,26.7,3.3,7.5,0.441,2.6,4.8,0.533,0.8,2.7,0.278,2.3,3.2,0.717,0.8,2.2,3,2,0.8,0.2,1.7,2,9.7,49.2,3,6.8,2.27,13.2,7.66,0.06,8.5,9.5,6.4,6.55,8.55,198.2,6.9
2010,2,47,MIL,Tiny Gallon,,,,University of Oklahoma,,,,,,,,,,,,,,0,30,21,24,4.1,7.4,0.547,3.9,6.9,0.573,0.1,0.6,0.235,2.1,3,0.697,2.8,5.2,7.9,0.8,0.7,0.8,2.3,2.8,10.3,55.6,1,2.2,2.20,,7.79,0.15,9.25,10.5,6.85,6.95,9.15,301.8,7.4
2012,1,30,GSW,Festus Ezeli,22.256,C,ng,Vanderbilt University,170,14.1,4.2,4.3,0.4,0.3,1,0.513,0.513,,0.557,5.9,0.119,13.4,121,67,17.9,2.7,4.9,0.562,2.7,4.9,0.562,0,0,,2.3,3.9,0.584,1.8,2.7,4.5,0.1,0.3,1.7,1.6,2.6,7.7,56.2,4,8.5,2.13,19.1,6.64,0.06,9,10.75,6.98,6.115,9,264.2,7.5
2008,2,50,SEA,DeVon Hardin,21.329,C,us,University of California,,,,,,,,,,,,,,0,101,78,22.1,2.8,5.3,0.517,2.8,5.3,0.517,0,0,,1.9,3.1,0.609,1.8,4.6,6.4,0.4,0.4,1.3,1.1,2.7,7.4,51.7,4,8.5,2.13,,7.98,,,,,,,,
2016,2,41,ORL,Stephen Zimmerman,19.292,C,us,"University of Nevada, Las Vegas",19,5.7,1.2,1.8,0.2,0.1,0.3,0.323,0.323,,0.6,0,-0.005,7.3,26,24,26.2,3.9,8.2,0.477,3.7,7.6,0.492,0.2,0.7,0.294,2.4,3.9,0.624,2.2,6.6,8.7,0.8,0.5,2,2.1,3,10.5,48.8,1,2.1,2.10,17.6,3.17,0.11,9,9,6.1,6.1175,9.05,234,7.3
2011,2,53,ORL,DeAndre Liggins,23.089,G,us,University of Kentucky,151,11.1,2,1.5,0.7,0.6,0.2,0.399,0.438,0.333,0.549,1.3,0.036,7.3,100,29,21.9,1.9,4.8,0.407,1.3,2.9,0.455,0.6,1.9,0.332,1.3,2,0.643,0.5,2.5,3,2.1,0.9,0.5,1.5,1.9,5.8,47.2,3,6.3,2.10,10.5,6.85,0.05,8.75,10,6.5,6.625,8.75,202.2,6.1
2016,1,28,PHO,Skal Labissiere,20.102,F,ht,University of Kentucky,70,17.7,8.2,4.6,0.8,0.4,0.5,0.499,0.502,0.435,0.746,2,0.077,15.8,36,18,15.8,2.7,5.3,0.516,2.7,5.2,0.521,0,0.1,0,1.1,1.7,0.661,1,2.2,3.1,0.3,0.3,1.6,0.9,3,6.6,51.6,1,2,2.00,18.5,8.84,0.06,8.75,9,6.11,6.1175,8.95,215.8,7.2
2008,2,43,SAC,Patrick Ewing,24.043,F,us,Georgetown University,7,2.7,0.4,0.3,0.3,0,0.1,0,0,0,0.75,-0.1,-0.158,0.6,127,26,16.2,1.6,3.1,0.518,1.3,2.4,0.565,0.3,0.7,0.36,0.9,1.6,0.584,1.3,2.1,3.4,1,0.6,0.6,1.1,2.3,4.3,55.9,4,8,2.00,,8.66,0.09,,,6.6,6.725,8.15,224,7
2014,2,36,MIL,Johnny OBryant III,21.03,F-C,us,Louisiana State University,137,11.5,3.4,2.4,0.5,0.2,0.1,0.404,0.409,0.333,0.648,0.1,0.004,8,91,78,27.1,4.9,10.5,0.467,4.8,10.2,0.474,0.1,0.3,0.222,2.8,4.6,0.619,3,4.7,7.7,1.3,0.5,0.8,2.9,2.8,12.7,47,3,5.8,1.93,17.7,5.38,0.11,9.25,9.5,6.73,6.85,8.9,256.8,7.2
2012,1,22,BOS,Fab Melo,22.014,C,br,Syracuse University,6,6,1.2,0.5,0,0.3,0.3,0.5,0.5,,0.25,0,0.021,4.9,63,54,17.3,2.1,3.6,0.576,2.1,3.6,0.576,0,0,,0.7,1.3,0.553,1.6,2.2,3.8,0.5,0.4,1.8,1.1,2.3,4.9,57.6,2,3.7,1.85,18.1,8.4,0.09,9,10,6.11,7,9.2,255,7.2
2017,2,52,NOP,Edmond Sumner,21.179,G,us,Xavier University,,,,,,,,,,,,,,0,59,48,26.1,3.5,8.1,0.429,2.8,5.9,0.483,0.6,2.2,0.285,3.7,5,0.73,0.5,2.9,3.4,3.8,1.2,0.4,2.2,2.2,11.2,46.8,3,5.5,1.83,18.3,9.81,0.08,8.25,9,6.4,6.575,8.65,176.4,6.9
2017,1,23,TOR,OG Anunoby,19.345,F,gb,Indiana University,41,21.7,6.5,2.3,0.8,0.9,0.1,0.464,0.605,0.373,0.718,1.9,0.1,9.9,50,10,17.4,2.7,4.8,0.563,2.1,3.3,0.652,0.5,1.5,0.365,0.9,1.8,0.522,1.4,2.1,3.5,0.8,1,0.9,1.1,1.7,6.8,62,2,3.6,1.80,21.9,7.53,0.07,9.25,9.5,6.63,6.775,8.115,232.4,7.2
2017,1,17,MIL,D.J. Wilson,21.129,F,us,University of Michigan,14,3.7,0.6,0.4,0.1,0.1,0,0.444,0.667,0,,-0.1,-0.097,0.4,69,36,19.4,2.8,5.3,0.525,2.1,3.3,0.619,0.7,2,0.363,0.8,1,0.817,0.9,2.4,3.3,0.8,0.4,1,0.8,1.4,7.1,59.2,3,5.3,1.77,20.3,9.23,0.06,9.25,10.25,6.88,6.105,9.15,234.4,7.3
2009,2,43,MIA,Marcus Thornton,22.026,G,us,Louisiana State University,483,23.4,11.9,2.8,1.4,0.8,0.1,0.425,0.471,0.358,0.83,20,0.085,15.5,66,65,32.7,7.1,15.6,0.455,4.5,8.9,0.51,2.5,6.7,0.382,3.7,4.8,0.771,2,3.5,5.5,1.8,1.5,0.3,2,2,20.4,43.6,4,6.8,1.70,14,4.46,0.05,,,6.28,6.375,8.3,194.4,6.5
2010,1,29,ORL,Daniel Orton,19.327,C-F,us,University of Kentucky,51,10.6,2.8,2.5,0.5,0.4,0.5,0.485,0.49,0,0.597,1,0.093,11.9,38,0,13.2,1.3,2.4,0.527,1.3,2.3,0.539,0,0.1,0,0.9,1.7,0.524,1.2,2.1,3.3,0.4,0.6,1.4,1,2.3,3.4,52.7,1,1.7,1.70,,6.82,0.14,8.5,9.75,6.88,6.95,9.25,269.2,7.4
2010,2,57,IND,Ryan Reid,23.243,F,us,Florida State University,5,3.4,1.6,0.4,0,0,0,0.8,0.8,,,0.1,0.142,17.6,126,66,20.2,1.9,3.8,0.495,1.9,3.8,0.494,0,0,1,1.2,2,0.604,1.7,2.2,3.9,0.7,0.5,0.6,1.6,1.9,5,49.6,4,6.3,1.58,,7.66,,,,,,,,
2015,1,29,BRK,Chris McCullough,20.145,F,us,Syracuse University,52,9.8,3.5,2.1,0.2,0.6,0.3,0.429,0.469,0.319,0.528,0.6,0.057,13.3,16,16,28.1,3.4,7.1,0.478,3.3,7,0.473,0.1,0.1,1,2.5,4.4,0.563,2.3,4.6,6.9,1.1,1.7,2.1,2.2,2.6,9.3,48.2,1,1.4,1.40,18.9,7.68,0.06,8.75,8.75,6.83,6.9,9.1,199,7.3
2011,2,49,MEM,Josh Selby,20.093,G,us,University of Kansas,38,7.8,2.2,0.5,0.9,0.2,0,0.33,0.384,0.143,0.72,-0.7,-0.113,2.7,26,11,20.4,2.8,7.4,0.373,1.5,3.8,0.384,1.3,3.6,0.362,1.1,1.4,0.757,0.4,1.8,2.2,2.2,0.8,0,2,1.7,7.9,46.1,1,1.4,1.40,11.9,7.62,0.08,8.5,9,6.18,6.3,8.2,194.6,6.5
2009,1,29,LAL,Toney Douglas,23.107,G,us,Florida State University,394,19.1,7.6,2.2,2.3,0.9,0.1,0.404,0.448,0.354,0.824,12.1,0.077,13.2,130,126,34.2,5.7,12.9,0.442,3.8,8,0.483,1.8,4.9,0.376,3.6,4.4,0.802,0.8,3,3.8,2.6,1.8,0.3,2.6,2.3,16.8,51.3,4,5.3,1.33,,7.61,0.05,,,6.1,6.2,8.15,183.4,6.6
2017,2,47,IND,Ike Anigbogu,18.248,F-C,us,"University of California, Los Angeles",8,3.3,1.6,1.1,0,0.1,0.4,0.444,0.444,,0.833,0.1,0.187,24.1,29,0,13,2,3.5,0.564,2,3.5,0.564,0,0,,0.8,1.5,0.535,1.4,2.6,4,0.2,0.2,1.2,0.8,2.5,4.7,56.4,1,1.3,1.30,17.1,6.39,0.05,9.5,10,6.85,6.975,9.25,252.2,7.6
2017,2,46,PHI,Sterling Brown,22.138,G,us,Southern Methodist University,17,8.9,2.8,1.7,0.2,0.5,0.2,0.432,0.414,0.467,0.75,0.2,0.053,11.1,136,106,25.7,2.9,5.8,0.504,2,3.7,0.534,0.9,2.1,0.451,1.4,1.9,0.77,1.4,3.4,4.8,2.2,1,0.4,1.5,2.2,8.2,58.6,4,5.2,1.30,18.1,4.39,,,,,,,,
2013,2,31,CLE,Allen Crabbe,21.084,G-F,us,University of California,265,23.7,8.8,2.6,1.1,0.6,0.2,0.441,0.483,0.398,0.846,11.3,0.087,11.3,98,97,34.7,5.4,12.2,0.446,3.3,6.6,0.5,2.1,5.6,0.382,2.7,3.3,0.819,0.9,4.8,5.7,2.2,0.9,0.6,1.9,1.7,15.7,53.3,3,3.6,1.20,20.1,7.16,0.05,8.25,8.5,6.53,6.625,8.75,197.4,6.1
2017,1,20,POR,Harry Giles,19.066,F-C,us,Duke University,,,,,,,,,,,,,,0,26,6,11.5,1.7,3,0.577,1.7,3,0.577,0,0,,0.5,0.9,0.5,1.6,2.3,3.8,0.3,0.3,0.7,0.7,2.2,3.9,57.7,1,1.2,1.20,19.8,10.91,0.05,9.5,10.75,6.93,6.105,9.15,232,7.3
2008,2,32,SEA,Walter Sharpe,21.349,F,us,University of Alabama at Birmingham,8,2.5,1,0.4,0,0,0.3,0.364,0.444,0,0,-0.1,-0.131,4.8,40,10,15.3,2.8,5.2,0.534,2.8,5.1,0.541,0,0.1,0,1.4,2.8,0.5,1.4,2.4,3.8,0.9,0.6,0.9,1.6,2,7,53.4,3,3,1.00,,4.6,,,,,,,,
2016,2,58,BOS,Abdel Nader,22.277,F,eg,Iowa State University,20,7.7,1.9,1,0.4,0.3,0.2,0.341,0.364,0.318,0.333,0,0.002,5.4,117,82,24.3,3.7,9.5,0.391,2.6,5.9,0.443,1.1,3.6,0.305,1.8,2.5,0.731,0.9,3.4,4.3,1.1,0.8,0.6,2.3,2.5,10.3,,4,3.7,0.93,,3.83,,,,,,,,
2016,2,33,LAC,Cheick Diallo,19.288,F,ml,University of Kansas,39,8.9,3.8,3,0.2,0.1,0.2,0.504,0.504,,0.703,0.7,0.101,14.9,27,1,7.5,1.2,2.1,0.569,1.2,2.1,0.569,0,0,,0.6,1,0.556,0.6,1.9,2.5,0,0.3,0.9,0.6,1.4,3,56.9,1,0.8,0.80,20.5,11.22,0.06,8.5,9.75,6.75,6.9,8.115,218.6,7.4
2016,1,29,SAS,Dejounte Murray,19.282,G,us,University of Washington,82,13.4,4.9,3,1.9,0.5,0.2,0.42,0.432,0.316,0.696,0.9,0.041,12,34,34,33.5,5.9,14.3,0.416,4.9,10.8,0.457,1,3.5,0.288,3.2,4.9,0.663,1.4,4.6,6,4.4,1.8,0.3,3.2,2.6,16.1,45.1,1,0.8,0.80,16.8,8.12,,,,,,,,
2015,2,34,LAL,Anthony Brown,22.263,F-G,us,Stanford University,40,19,4,2.6,0.7,0.5,0.2,0.324,0.38,0.278,0.85,-0.3,-0.019,5.4,144,105,29.2,3.6,8.4,0.428,2.1,4.7,0.448,1.5,3.8,0.403,2.1,2.8,0.751,1,3.8,4.8,1.6,0.7,0.2,1.6,1.8,10.8,48.7,2,1.2,0.60,,6.57,0.06,8.5,9,6.58,6.725,8.85,211,6.1
2015,2,42,UTA,Olivier Hanlan,22.135,G,ca,Boston College,,,,,,,,,,,,,,0,97,95,36,5.8,12.9,0.453,4,7.8,0.512,1.8,5,0.361,4.3,5.6,0.778,0.6,3.3,3.9,3.1,1.1,0.1,2.4,2.2,17.8,52.4,3,1.4,0.47,20.9,7.86,0.04,8,8.75,6.33,6.425,8.4,185.8,6.6
2014,2,51,NYK,Thanasis Antetokounmpo,21.349,F,gr,Overseas,2,3,3,0.5,0,0,0,0.75,1,0,,0,0.05,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,0.06,9,9.75,6.53,6.625,8.85,205.2,7
2014,2,41,DEN,Nikola Jokic,19.132,C-F,rs,Overseas,189,25.8,13.7,8.7,3.9,1,0.7,0.535,0.581,0.332,0.832,20.8,0.204,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,
2014,1,25,HOU,Clint Capela,20.044,C,ch,Overseas,190,21.4,10,7.7,0.8,0.6,1.3,0.627,0.628,0,0.47,15.2,0.18,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,
