Year,Rd,Pk,Tm,Player,Age,Pos,Born,College,G/NBA,MP/NBA,PPG/NBA,RPG/NBA,APG/NBA,SPG/NBA,BPG/NBA,FG%/NBA,2P%/NBA,3P%/NBA,FT%/NBA,NBA WS,NBA WS/48,NBA PER,G/C,GS/C,MPG/C,FGM/C,FGA/C,FG%/C,2PM/C,2PA/C,2P%/C,3PM/C,3PA/C,3P%/C,FTM/C,FTA/C,FT%/C,ORPG/C,DRPG/C,RPG/C,APG/C,SPG/C,BPG/C,TOPG/C,FPG/C,PPG/C,EFG%/C,YRS/C,WS/C,WSPY/C,PER/C,SOS,BF%,Hand Length (Inches),Hand Width (Inches),Height (No Shoes),Height (Shoes),Standing Reach,Weight (lbs),Wingspan
2015,2,43,IND,Joseph Young,23.003,G,us,University of Oregon,100,7.6,3.3,0.9,1,0.2,0,0.396,0.457,0.255,0.766,0.3,0.021,11.7,132,115,32.8,5.9,13,0.453,3.7,7.4,0.501,2.2,5.6,0.39,3.5,3.9,0.886,0.6,3,3.6,2.7,1,0.1,1.7,1.5,17.5,53.7,4,18.5,4.63,22.2,3.04,0.04,8.75,7.5,6.08,6.2,7.105,182.2,6.5
2011,2,34,WAS,Shelvin Mack,21.067,G,us,Butler University,360,17.5,6.1,1.9,3,0.6,0,0.422,0.473,0.32,0.742,7.9,0.061,12.3,108,107,31.2,4.8,11.4,0.419,2.8,5.8,0.48,2,5.6,0.357,2.6,3.4,0.755,0.8,3.4,4.2,3.3,1.1,0.1,2.2,1.9,14.1,50.7,3,13.8,4.60,14.9,4.05,0.07,8.25,9.25,6.1,6.25,8.05,209,6.7
2016,1,6,NOP,Buddy Hield,22.194,G,bs,University of Oklahoma,122,23.3,11.1,3.4,1.5,0.6,0.1,0.43,0.451,0.407,0.853,2.1,0.036,12.9,132,118,31.7,5.9,13.2,0.448,3.3,6.5,0.508,2.6,6.8,0.39,2.8,3.4,0.836,1.6,3.4,5,1.9,1.3,0.3,2.2,2,17.4,54.8,4,18.4,4.60,22.4,9.28,0.06,8.5,9,6.38,6.5,8.5,212.4,6.9
2015,1,19,WAS,Jerian Grant,22.264,G,us,University of Notre Dame,182,17.7,6.2,1.9,2.7,0.7,0.1,0.408,0.465,0.302,0.785,5.1,0.076,12.7,119,117,36.4,4.7,10.7,0.436,3.2,6.4,0.498,1.5,4.4,0.345,3.8,4.8,0.79,0.4,2.5,2.9,5.8,1.5,0.3,2.2,1.8,14.6,50.6,4,18.4,4.60,21.4,6.88,0.06,8.25,8.5,6.33,6.425,8.4,198,6.7
2017,2,41,ATL,Tyler Dorsey,21.134,G,us,University of Oregon,16,7.3,2.8,1,0.3,0.1,0.1,0.311,0.176,0.393,0.75,-0.1,-0.032,8.1,75,74,30,4.6,10,0.455,2.5,5.1,0.493,2.1,5,0.416,2.9,3.9,0.732,1.1,2.8,3.9,1.8,0.8,0.1,1.7,1.8,14.1,55.8,2,9.2,4.60,18.7,8.51,0.05,8.5,9.25,6.3,6.45,8.35,182.6,6.5
2011,2,46,LAL,Andrew Goudelock,22.203,G,us,College of Charleston,49,9.7,4,0.7,0.5,0.2,0,0.393,0.429,0.345,0.875,0,0.003,8.6,140,124,32.8,6.8,14.9,0.457,4,8.1,0.494,2.8,6.8,0.413,1.9,2.2,0.838,0.6,2.7,3.3,3,0.9,0.3,2.2,1.5,18.4,55.2,4,18.3,4.58,13.8,-2.92,0.1,8.25,9.25,6.13,6.275,8.05,197.6,6.4
2011,1,21,POR,Nolan Smith,22.338,G,us,Duke University,84,9.9,3.3,1,1.2,0.3,0,0.371,0.407,0.26,0.714,-0.8,-0.047,7.5,143,97,26.9,4.7,10.4,0.448,3.5,7.3,0.483,1.2,3.2,0.368,2.9,3.6,0.8,0.8,2,2.8,2.8,1,0.1,2,1.9,13.4,50.4,4,18.3,4.58,15.6,8.97,0.06,8.5,9.25,6.15,6.35,8.3,187.6,6.5
2009,1,19,ATL,Jeff Teague,21.02,G,us,Wake Forest University,634,27.3,12.6,2.4,5.6,1.2,0.3,0.447,0.476,0.356,0.842,43.3,0.12,17.24,61,52,30.9,5.2,11.2,0.462,3.9,8.2,0.477,1.3,3,0.421,4.8,5.9,0.812,0.5,2.5,3,3,1.9,0.6,3,2.3,16.4,51.8,2,9.1,4.55,,8.09,0.05,,,6.03,6.15,8.25,175.2,6.7
2016,2,54,ATL,Kay Felder,21.092,G,us,Oakland University,56,9.3,3.9,1,1.4,0.4,0.1,0.366,0.386,0.275,0.754,-0.4,-0.037,9.4,101,100,35.9,5.5,12.9,0.426,4.1,8.8,0.464,1.4,4.1,0.345,5.1,6.2,0.822,0.7,3.7,4.3,7.8,1.6,0.2,3.5,2.8,17.5,48.1,3,13.6,4.53,21.9,0.81,0.06,8.25,8.5,5.83,5.95,7.45,177.2,6.2
2017,2,55,UTA,Nigel Williams-Goss,22.285,G,us,Gonzaga University,,,,,,,,,,,,,,0,100,100,34.2,5.7,12.4,0.464,4.8,9.4,0.506,1,2.9,0.331,2.9,3.6,0.806,0.7,4.4,5.1,5,1.3,0.1,2.6,1.9,15.4,50.4,3,13.6,4.53,20.3,5.14,0.06,8.75,9.25,6.15,6.3,8.3,190.2,6.7
2010,2,33,SAC,Hassan Whiteside,21.016,C,us,Marshall University,241,27,13.6,11.4,0.4,0.6,2.5,0.582,0.581,1,0.619,27.8,0.205,24.3,34,23,26.1,4.9,9.4,0.524,4.8,9.2,0.522,0.1,0.1,0.6,3.2,5.5,0.588,2.7,6.2,8.9,0.3,0.6,5.4,1.9,2.4,13.1,52.8,1,4.5,4.50,,1.57,0.06,8.25,10.25,6.11,6.115,9.5,226.6,7.7
2015,1,13,PHO,Devin Booker,18.242,G,us,University of Kentucky,188,31.9,19.2,3.1,3.3,0.8,0.3,0.427,0.457,0.363,0.844,6,0.048,14.5,38,0,21.5,3.6,7.6,0.47,2,3.8,0.527,1.5,3.7,0.411,1.4,1.7,0.828,0.4,1.6,2,1.1,0.4,0.1,1,1.5,10,57.1,1,4.5,4.50,19.4,8.67,0.08,8.75,9,6.45,6.575,8.65,205.8,6.8
2013,2,50,ATL,James Ennis,23.002,F,us,"California State University, Long Beach",187,20.4,6.3,3.3,0.9,0.6,0.3,0.455,0.517,0.368,0.815,8,0.101,11.9,67,66,31,4.5,9,0.493,3,4.9,0.611,1.5,4.1,0.354,2.8,3.6,0.788,1.6,3.8,5.4,2.4,1.7,1,2.5,2.4,13.2,57.4,2,9,4.50,22.4,1.39,0.05,8.5,8.75,6.58,6.7,8.85,200.8,6.1
2009,1,28,MIN,Wayne Ellington,21.245,G,us,University of North Carolina,557,20.5,7.7,2.2,1.1,0.5,0.1,0.412,0.442,0.381,0.849,13.3,0.056,11.1,115,112,28.5,5.4,11.6,0.463,3.4,6.6,0.513,2,5,0.397,2,2.5,0.809,1.1,3,4.1,2.2,0.9,0.1,1.5,1.5,14.7,54.9,3,13.5,4.50,,8.59,0.06,,,6.43,6.525,8.4,202.4,6.6
2017,1,26,POR,Caleb Swanigan,20.07,F,us,Purdue University,15,8.9,2.6,2.4,0.6,0.3,0.2,0.357,0.378,0.2,0.615,0,-0.01,7.4,69,69,29.2,5.1,10.2,0.501,4.2,7.9,0.537,0.9,2.3,0.376,3.3,4.4,0.76,2.2,8.2,10.4,2.4,0.4,0.5,3,2.5,14.4,54.3,2,9,4.50,21.5,8.12,,,,,,,,
2014,2,42,HOU,Nick Johnson,21.191,G,us,University of Arizona,28,9.4,2.6,1.4,0.4,0.3,0.1,0.347,0.389,0.238,0.68,-0.1,-0.02,4.8,108,101,30.9,4.1,9.7,0.421,2.8,6,0.459,1.3,3.7,0.359,2.8,3.9,0.734,0.6,3.1,3.7,2.8,1.3,0.6,1.8,2,12.3,49,3,13.5,4.50,18.1,7.04,0.06,8.75,9.75,6.15,6.3,8.05,198,6.7
2011,1,11,GSW,Klay Thompson,21.14,G-F,us,Washington State University,507,32.8,19.2,3.4,2.3,0.9,0.5,0.456,0.483,0.422,0.855,40,0.115,16.43,98,96,34.4,6.1,14.4,0.424,3.6,8.1,0.45,2.5,6.3,0.39,3.2,3.9,0.827,0.9,3.9,4.8,2.6,1.3,0.8,2.9,2.5,17.9,50.9,3,13.4,4.47,16,6.32,0.08,8.75,9.25,6.58,6.725,8.75,205.6,6.9
2009,1,14,PHO,Earl Clark,21.165,F,us,University of Louisville,261,13.9,4.4,3,0.5,0.3,0.5,0.403,0.424,0.328,0.664,2.9,0.038,10.2,104,63,26.7,4,8.6,0.467,3.5,6.8,0.512,0.5,1.8,0.298,2,3.2,0.64,2.1,4.9,7,1.7,0.9,1.2,2.1,1.7,10.6,49.8,3,13.4,4.47,,8.03,0.05,,,6.85,6.1025,9.15,228.4,7.2
2010,2,55,UTA,Jeremy Evans,22.249,F,us,Western Kentucky University,249,10.5,3.5,2.6,0.4,0.4,0.5,0.568,0.582,0.231,0.687,8.2,0.15,17.4,134,130,23.5,3.2,5,0.639,3.1,4.7,0.654,0.1,0.2,0.364,1.5,2.2,0.684,2.4,3.5,5.9,0.5,0.6,1.7,1,2.4,7.9,64.8,4,17.8,4.45,,-1.72,,,,,,,,
2008,1,16,PHI,Marreese Speights,20.332,C-F,us,University of Florida,687,15.2,7.9,4.1,0.6,0.3,0.5,0.46,0.475,0.351,0.797,25.3,0.117,16.7,69,36,15.4,4,6.2,0.633,4,6.2,0.633,0,0,,1.6,2.3,0.688,1.9,3.6,5.4,0.5,0.3,0.9,1.1,1.7,9.5,63.3,2,8.9,4.45,,6.16,,,,,,,,
2014,2,33,CLE,Joe Harris,22.299,G,us,University of Virginia,149,17.9,6.6,2.2,0.9,0.4,0.1,0.437,0.534,0.38,0.725,2.9,0.053,9.6,135,128,30.3,4.2,9.5,0.445,2.3,4.7,0.484,1.9,4.8,0.407,2.2,3.1,0.722,0.9,2.9,3.8,1.9,0.9,0.4,1.6,2.3,12.6,54.8,4,17.8,4.45,19.3,5.72,0.06,8.5,9.75,6.48,6.625,8.4,215,6.6
2016,1,17,MEM,Wade Baldwin,20.091,G,us,Vanderbilt University,33,12.3,3.2,1.4,1.8,0.5,0.2,0.313,0.355,0.136,0.838,-0.3,-0.041,6.5,68,54,29.6,3.4,8,0.431,2.2,5.1,0.436,1.2,2.9,0.422,3.5,4.4,0.8,0.4,3.6,4.1,4.8,1.3,0.2,2.3,2.5,11.6,50.8,2,8.9,4.45,19.9,7.45,0.05,9,9.75,6.25,6.4,8.4,201.8,6.1
2012,2,59,SAS,Marcus Denmon,22.106,G,us,University of Missouri,,,,,,,,,,,,,,0,141,71,25.5,4.2,9.3,0.455,2.2,4.3,0.518,2,5,0.401,2.1,2.6,0.799,0.9,2.5,3.4,1.7,1.3,0.1,1,1.3,12.6,56.3,4,17.8,4.45,20.1,6.32,,,,,,,,
2009,1,20,UTA,Eric Maynor,22.02,G,us,Virginia Commonwealth University,267,14.6,4.3,1.3,2.8,0.4,0.1,0.392,0.409,0.35,0.721,3.3,0.041,10.6,130,104,30.7,5,11.2,0.449,3.9,8.3,0.477,1.1,3,0.37,3.9,4.9,0.791,0.5,2.9,3.4,5.2,1.3,0.2,2.4,2,15,49.8,4,17.7,4.43,,-0.76,0.05,,,6.23,6.325,8.1,163.6,6.2
2012,1,6,POR,Damian Lillard,21.354,G,us,Weber State University,432,36.4,22.6,4.1,6.2,0.9,0.3,0.43,0.473,0.368,0.88,50.3,0.154,20.43,104,98,32.3,5.6,12.6,0.446,3.3,6.5,0.497,2.4,6.1,0.39,5,5.8,0.867,0.4,3.9,4.3,3.5,1.2,0.2,2.4,2.1,18.6,54,4,17.6,4.40,21.4,-2.21,0.06,8.75,9.75,6.18,6.275,7.115,188.8,6.7
2008,2,35,LAC,DeAndre Jordan,19.345,C,us,Texas A&M University,714,27.9,9.3,10.4,0.7,0.6,1.7,0.676,0.677,0.091,0.439,72.3,0.174,18.4,35,21,20.1,3.2,5.2,0.617,3.2,5.2,0.617,0,0,,1.5,3.4,0.437,1.9,4.1,6,0.4,0.2,1.3,1.6,1.9,7.9,61.7,1,4.4,4.40,,7.46,0.08,,,6.98,6.11,9.55,250,7.6
2011,1,19,CHA,Tobias Harris,18.347,F,us,University of Tennessee,425,29.2,14.2,5.6,1.6,0.7,0.5,0.468,0.51,0.349,0.811,29.8,0.115,16.6,34,33,29.2,5.4,11.8,0.46,4.8,9.6,0.497,0.7,2.2,0.303,3.8,5,0.753,2,5.3,7.3,1.3,0.7,0.9,1.8,2.1,15.3,48.9,1,4.4,4.40,23.8,8.73,0.08,8.75,9,6.65,6.775,8.75,222.8,6.1
2011,1,29,SAS,Cory Joseph,19.312,G,ca,University of Texas at Austin,407,20.1,6.9,2.3,2.6,0.7,0.2,0.455,0.484,0.333,0.77,16.9,0.099,13.2,36,36,32.4,3.8,8.9,0.422,2.3,5.4,0.429,1.4,3.5,0.413,1.4,2,0.699,0.6,2.9,3.6,3,1,0.3,1.5,1.8,10.4,50.3,1,4.4,4.40,15.1,7.96,0.1,8.5,10.5,6.2,6.325,8.3,186.2,6.5
2015,1,12,UTA,Trey Lyles,19.237,F,ca,University of Kentucky,189,17.5,7.1,3.8,0.9,0.4,0.3,0.428,0.467,0.367,0.691,5.5,0.08,12.7,36,21,23,3.3,6.7,0.488,3.1,5.9,0.536,0.1,0.8,0.138,2.1,2.8,0.735,1.8,3.4,5.2,1.1,0.5,0.4,1.1,1.6,8.7,49.6,1,4.4,4.40,19.8,8.67,0.12,9.25,10.25,6.9,6.1025,9,241.2,7.1
2011,2,60,SAC,Isaiah Thomas,22.141,G,us,University of Washington,445,29.9,19.1,2.6,5.1,1,0.1,0.442,0.49,0.366,0.875,45.2,0.163,20.9,105,104,30.4,5.3,12.4,0.426,3.7,7.6,0.49,1.6,4.8,0.325,4.3,6,0.713,0.7,2.8,3.5,4,1.2,0.1,2.7,2,16.4,48.9,3,13.2,4.40,14.8,7.81,0.07,8.25,9,5.88,5.1025,7.75,186,6.1
2013,1,21,UTA,Gorgui Dieng,23.166,C,sn,University of Louisville,339,25.5,8.6,6.9,1.6,0.9,1.1,0.509,0.519,0.324,0.785,20.7,0.115,16.1,102,81,27.3,3.3,6.1,0.545,3.3,6,0.546,0,0,0.333,1.7,2.7,0.64,3,4.9,7.9,1.2,1,2.6,1.6,2.7,8.3,54.6,3,13.2,4.40,22,8.78,0.05,9,10,6.98,6.1075,9.35,229.6,7.3
2016,2,52,UTA,Joel Bolomboy,22.152,F,ua,Weber State University,18,5.1,1.7,1.5,0.1,0.2,0.1,0.545,0.647,0.2,0.5,0.3,0.132,16.5,130,90,28.8,3.8,7.2,0.528,3.5,6.4,0.547,0.3,0.7,0.371,3.6,5,0.713,3.2,6.9,10.1,0.7,0.6,1.4,2,2.3,11.4,54.8,4,17.5,4.38,22.9,-4.62,0.05,9,10.25,6.75,6.9,8.75,224.4,7.1
2017,2,45,HOU,Dillon Brooks,21.157,G-F,ca,University of Oregon,41,27.2,7.6,2.7,1.1,0.7,0.3,0.446,0.494,0.364,0.723,0.7,0.03,7.9,109,98,28.9,5.4,11.4,0.472,4.2,8,0.518,1.2,3.4,0.362,2.8,3.5,0.794,1.6,2.9,4.5,2.6,0.9,0.5,2.1,2.9,14.8,52.6,3,13.1,4.37,21.1,8.23,0.08,8.25,9.25,6.5,6.6,8.45,220.2,6.6
2010,1,28,MEM,Greivis Vasquez,23.165,G,ve,University of Maryland,401,23.7,9,2.5,4.8,0.6,0.1,0.418,0.456,0.349,0.817,12.6,0.064,13.7,136,123,33.6,5.5,13,0.425,3.8,7.9,0.487,1.7,5.1,0.329,3.2,3.9,0.828,1,3.8,4.8,5.7,1.4,0.3,3.3,2.2,16,49,4,17.4,4.35,,7.95,0.09,7.75,9.25,6.5,6.65,8.5,210.8,6.7
2009,2,44,DET,Chase Budinger,21.039,F,us,University of Arizona,407,19.7,7.9,3,1.2,0.5,0.2,0.43,0.486,0.352,0.797,13.9,0.083,13,100,100,35.4,6,12.8,0.469,4.1,7.8,0.524,1.9,5,0.383,3.1,4,0.782,1.4,4.4,5.8,2.8,1.3,0.4,2.1,1.8,17,54.4,3,13,4.33,,9.93,0.1,,,6.63,6.7,8.5,206.4,6.7
2013,1,26,MIN,Andre Roberson,21.211,G-F,us,University of Colorado,290,22.5,4.6,4,0.9,0.9,0.7,0.48,0.608,0.257,0.476,12.4,0.091,9.8,105,65,28.3,3.6,7.1,0.516,3.2,5.7,0.555,0.5,1.4,0.35,1.9,3.2,0.582,2.9,7,10,1.1,1.6,1.4,1.7,2.6,9.6,54.9,3,13,4.33,23.5,6.43,0.07,8.75,9.5,6.63,6.7,8.85,205.8,6.1
2011,2,51,POR,Jon Diebler,23.006,G,us,Ohio State University,,,,,,,,,,,,,,0,144,114,32.6,3.3,7.7,0.427,0.7,1.5,0.474,2.6,6.3,0.416,1.5,1.8,0.821,0.3,2.5,2.8,1.9,1,0.2,1.2,1.3,10.7,59.5,4,17.3,4.33,10.3,7.99,,,,,,,,
2016,1,25,LAC,Brice Johnson,22.002,F,us,University of North Carolina,12,3.9,1.7,1.3,0.2,0.7,0.3,0.5,0.529,0,1,0.1,0.111,20.9,148,80,21,5,8.6,0.577,5,8.6,0.577,0,0,,2,2.8,0.715,2.1,4.9,7,0.9,0.8,1.1,1.3,2.5,11.9,57.7,4,17.2,4.30,28.1,9.72,0.08,9,8.25,6.9,6.105,8.105,208.6,7
2009,1,6,MIN,Jonny Flynn,20.144,G,us,Syracuse University,163,22.9,9.2,1.9,3.9,0.7,0,0.4,0.42,0.338,0.809,-1.1,-0.015,11.3,73,73,36.5,5.6,12.2,0.46,4.2,8.1,0.525,1.4,4.2,0.333,4,5.1,0.782,0.6,2.1,2.7,6,1.5,0.2,3.1,1.5,16.6,51.6,2,8.6,4.30,,8.72,0.06,,,5.11,6.075,7.115,195.6,6.4
2017,1,6,ORL,Jonathan Isaac,19.267,F,us,Florida State University,15,18.9,5.3,3.7,0.7,0.7,1,0.405,0.446,0.278,0.778,0.1,0.016,9.6,32,32,26.2,4.1,8,0.508,3.1,5.2,0.593,1,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12,56.8,1,4.3,4.30,24.6,8.87,,,,,,,,
2017,1,16,CHI,Justin Patton,20.013,C,us,Creighton University,,,,,,,,,,,,,,0,35,34,25.3,5.7,8.5,0.676,5.5,8,0.683,0.2,0.4,0.533,1.3,2.5,0.517,1.7,4.5,6.2,1.2,0.9,1.4,1.7,2.7,12.9,68.9,1,4.3,4.30,25.3,8.95,0.08,8.75,9.75,6.1,6.1125,9.35,229,7.3
2008,2,51,DAL,Shan Foster,,,,Vanderbilt University,,,,,,,,,,,,,,0,132,122,30.2,5.3,11.2,0.471,2.5,4.6,0.543,2.8,6.6,0.421,1.9,2.4,0.791,1.1,2.9,3.9,1.7,0.8,0.3,1.5,1.6,15.2,59.5,4,17.2,4.30,,7.04,,,,,,,,
2016,2,55,BRK,Marcus Paige,22.291,G,us,University of North Carolina,1,3,0,2,0,0,0,0,0,,,0,-0.602,-19.4,141,139,32.4,4.3,10.5,0.407,2.1,4.8,0.446,2.1,5.7,0.374,2.5,3,0.848,0.4,2.4,2.8,4.3,1.4,0.2,1.9,1.7,13.3,50.9,4,17.2,4.30,17.8,9.72,0.04,7.75,8.75,6.05,6.175,8.1,163.8,6.6
2008,1,26,SAS,George Hill,22.059,G,us,Indiana University-Purdue University Indianapolis,634,28.9,11.7,3.2,3.3,0.9,0.3,0.453,0.492,0.383,0.8,55.2,0.145,15.2,95,87,33.3,5.6,10.7,0.529,4.7,8.3,0.565,0.9,2.3,0.404,4.8,6.1,0.785,1.9,3.8,5.8,3.3,1.6,0.3,2.5,2.8,17,57.4,4,17.1,4.28,,-3.26,0.03,,,6.13,6.25,8.15,181,6.9
2014,2,47,PHI,Russ Smith,23.074,G,us,University of Louisville,27,4.9,2,0.6,0.7,0.3,0,0.319,0.387,0.188,0.769,-0.2,-0.068,7.8,133,80,24.3,4.7,11.3,0.413,3.3,7.4,0.449,1.4,3.9,0.345,3.7,4.8,0.76,0.7,2,2.7,2.8,1.9,0.1,2.4,2.4,14.3,47.3,4,17.1,4.28,23.5,7.79,0.04,8.25,8.5,5.12,6.075,7.11,160,6.3
2015,1,6,SAC,Willie Cauley-Stein,21.316,F-C,us,University of Kentucky,180,21.4,8.6,5.3,1.1,0.8,0.8,0.536,0.539,0.167,0.65,8.8,0.11,16.4,105,70,24.5,3.3,5.6,0.593,3.3,5.6,0.593,0,0,,1.4,2.8,0.508,2.4,3.9,6.2,0.9,1.1,2.2,1.2,2.3,8,59.3,3,12.8,4.27,23.3,8.12,0.06,9.5,9,6.11,7.05,9.3,242.4,7.3
2016,1,21,ATL,DeAndre Bembry,21.36,F,us,Saint Josephs University,56,12.2,3.4,1.8,1,0.4,0.2,0.43,0.486,0.211,0.541,-0.3,-0.021,6.9,101,100,36.1,5.7,12.6,0.457,4.6,8.8,0.52,1.2,3.8,0.312,3.1,4.9,0.628,1.4,5.3,6.7,3.6,1.4,0.8,2.5,2.5,15.7,50.4,3,12.8,4.27,19.8,4.2,0.07,8,9.25,6.43,6.575,8.5,206.6,6.9
2013,1,18,ATL,Shane Larkin,20.273,G,us,University of Miami,234,19.1,5.5,1.9,2.9,1,0.1,0.428,0.46,0.337,0.77,3.8,0.041,11.5,68,54,31.3,3.8,8.6,0.438,2.3,4.6,0.491,1.5,4,0.375,2.2,2.7,0.808,0.5,2.7,3.2,3.6,1.8,0.1,2.1,1.6,11.2,52.4,2,8.5,4.25,19.4,7.03,0.04,7.5,8.75,5.1,5.115,7.55,170.8,5.1
2014,2,35,UTA,Jarnell Stokes,20.175,F-C,us,University of Tennessee,28,5.4,2.4,1.4,0.3,0.3,0.2,0.581,0.581,,0.531,0.6,0.202,19.4,87,84,29.7,4.7,8.9,0.53,4.7,8.9,0.532,0,0,0,3.5,5.6,0.628,3.9,5.7,9.6,1.5,0.7,1.1,2.1,2.2,13,53,3,12.7,4.23,25.8,6.82,0.08,9.75,10.5,6.7,6.85,8.75,262.8,7.1
2013,1,2,ORL,Victor Oladipo,21.059,G,us,Indiana University,329,33.3,16.8,4.5,3.7,1.6,0.5,0.442,0.477,0.357,0.798,18.2,0.08,16.1,104,75,24.6,3.9,7.3,0.538,3.4,5.9,0.585,0.5,1.4,0.338,2.5,3.5,0.716,2,3.2,5.2,1.7,1.5,0.5,2,2.4,10.7,57,3,12.7,4.23,24.1,7.94,0.07,8.75,9.25,6.33,6.425,8.45,213.2,6.9
2011,1,28,CHI,Norris Cole,22.258,G,us,Cleveland State University,360,22.3,7,2,2.7,0.8,0.1,0.407,0.436,0.324,0.743,3,0.018,9.2,140,106,29.4,4.8,11.1,0.435,3.8,8,0.48,1,3.1,0.321,3.5,4.2,0.826,0.6,2.5,3.2,3.3,1.5,0.1,2,2.2,14.1,48,4,16.9,4.23,15,1.92,0.05,8.5,9.5,6.03,6.175,7.115,174.4,6.2
2010,1,30,WAS,Lazar Hayward,23.216,F,us,Marquette University,72,8.2,2.9,1.3,0.5,0.2,0.1,0.347,0.395,0.269,0.767,0.2,0.02,9,138,118,26.4,4.8,10.7,0.452,3.6,7.3,0.497,1.2,3.4,0.357,2.6,3.3,0.789,2.2,4.4,6.6,0.9,1.1,0.3,1.7,2.7,13.5,50.9,4,16.9,4.23,,7.79,0.08,9.25,9.5,6.45,6.575,8.6,225.8,7
2013,2,37,DET,Tony Mitchell,21.086,F,us,University of North Texas,21,3.8,1,1.2,0.1,0.3,0.1,0.417,0.364,1,0.579,0.2,0.151,18.1,55,51,31.1,4.7,9.6,0.49,3.8,7,0.545,0.9,2.6,0.34,3.5,4.9,0.702,2.5,6.8,9.3,1.1,0.9,2.9,2.6,3,13.7,53,3,12.6,4.20,24.1,-2.64,0.06,9,10,6.75,6.875,8.105,236.4,7.2
2015,2,37,PHI,Richaun Holmes,21.258,F-C,us,Bowling Green State University,130,17.4,7.7,4.2,0.9,0.5,0.8,0.54,0.601,0.271,0.697,6.3,0.135,17.2,95,63,26.5,4.2,7.7,0.554,3.9,6.8,0.58,0.3,0.9,0.353,2.7,3.8,0.697,2.6,4.2,6.9,0.7,0.8,2.6,1.5,2.5,11.5,57.4,3,12.6,4.20,26.4,-1.07,0.09,8.5,8.5,6.83,6.95,9,242.8,7.1
2015,1,27,LAL,Larry Nance Jr.,22.18,F,us,University of Wyoming,157,21.5,6.8,5.6,1.2,1.1,0.5,0.54,0.558,0.229,0.684,8.3,0.117,15.6,123,89,29.5,4.1,8,0.521,3.9,7,0.551,0.3,1,0.308,2.7,3.5,0.771,1.5,5.1,6.6,1.4,1.1,1.1,1.6,2.3,11.3,54,4,16.8,4.20,22.7,2.08,0.06,9,9.75,6.75,6.85,9,226.6,7.1
2008,1,12,SAC,Jason Thompson,21.346,F-C,us,Rider University,588,25.2,8.9,6.6,1.1,0.5,0.7,0.496,0.5,0.143,0.657,23.8,0.077,13.5,122,112,32.1,6.2,11.8,0.526,6,11,0.544,0.2,0.8,0.291,4,6,0.667,3,6.6,9.6,2,0.9,1.9,2.6,3,16.7,53.6,4,16.8,4.20,,-3.38,,,,,,,,
2009,2,46,CLE,Danny Green,22.009,G-F,us,University of North Carolina,503,25.1,8.8,3.4,1.6,1,0.8,0.422,0.458,0.4,0.818,31.9,0.121,13.4,145,39,19.9,3.4,7.4,0.455,2.1,4.1,0.522,1.3,3.4,0.375,1.4,1.6,0.845,1.4,2.7,4.1,1.8,1.1,1.1,1.4,1.9,9.4,54,4,16.8,4.20,,8.39,0.06,,,6.53,6.65,8.7,208,6.1
2009,2,33,POR,Dante Cunningham,22.07,F,us,Villanova University,619,21.5,6,3.8,0.7,0.7,0.5,0.469,0.492,0.327,0.646,21.8,0.079,11.1,139,104,27.2,3.7,7.1,0.524,3.7,7,0.525,0,0,0.333,2.2,3.2,0.693,2.5,3.4,5.9,1,1.2,0.8,1.8,2.8,9.6,52.4,4,16.7,4.18,,8.7,0.05,,,6.7,6.825,8.105,227.4,6.1
2010,1,10,IND,Paul George,20.058,F,us,"California State University, Fresno",488,33.1,18.3,6.2,3.2,1.7,0.5,0.432,0.467,0.377,0.846,48.6,0.144,18.43,63,63,33.9,5.1,11.4,0.447,3.1,6.5,0.485,1.9,4.9,0.396,3.4,4.2,0.803,1.9,4.8,6.7,2.4,2,0.9,2.7,2.8,15.5,53.2,2,8.3,4.15,,1.13,0.05,8.5,9,6.78,6.875,8.11,214.4,6.1
2013,1,22,BRK,Mason Plumlee,23.12,C-F,us,Duke University,358,22.7,8.7,6.4,2,0.8,1,0.561,0.566,0,0.567,23.4,0.138,17.8,141,99,25.9,3.7,6.5,0.574,3.7,6.4,0.578,0,0.1,0.2,2.4,4,0.583,2.4,5.4,7.7,1.5,0.8,1.4,2,2.5,9.8,57.5,4,16.6,4.15,22,8.87,0.06,9.75,9.5,6.11,7.05,9,238.2,6.1
2010,1,8,LAC,Al-Farouq Aminu,19.281,F,us,Wake Forest University,550,24.4,7.4,5.7,1.2,0.9,0.6,0.425,0.466,0.333,0.725,19.2,0.069,12.3,62,60,30.1,5,10.6,0.476,4.6,8.9,0.522,0.4,1.7,0.238,3.9,5.7,0.687,3.3,6.1,9.4,1.4,1.2,1.3,2.9,2.8,14.4,49.5,2,8.3,4.15,,8.1,0.08,9.5,9.5,6.73,6.85,9.05,216,7.3
2015,2,44,PHO,Andrew Harrison,20.245,G,us,University of Kentucky,106,20.6,6.4,2,2.6,0.7,0.3,0.347,0.386,0.288,0.763,2.4,0.054,9.6,79,78,28.6,2.8,7.6,0.372,1.9,5.2,0.374,0.9,2.4,0.367,3.6,4.6,0.777,0.6,2.1,2.7,3.8,0.8,0.2,2.2,2.4,10.1,43,2,8.3,4.15,14.9,9.28,0.06,8.25,9.25,6.45,6.55,8.4,213.2,6.9
